DIVISION_NAME,DISTRICT_NAME,THANA_NAME,TYP,LVL,EIIN,INSTITUTE_NAME_NEW,POST_OFFICE,LOCATION,MOBPHONE
BARISAL,PATUAKHALI,BAUPHAL,SCHOOL AND COLLEGE,Higher Secondary ,101986,KANAKDIA SIR SALIMULLAH SCHOOL AND COLLEGE,KANAKDIA,KANAKDIA,01716886560
BARISAL,PATUAKHALI,DASHMINA,SCHOOL AND COLLEGE,Higher Secondary ,102130,BEGUM AREFATUNNESSA GIRLS SCHOOL AND COLLEGE,DASMINA,DASHMINA,01718552131
BARISAL,PATUAKHALI,GALACHIPA,SCHOOL AND COLLEGE,Higher Secondary ,102337,ULANIA HAT HIGH SCHOLL AND COLLEGE,ULANIA BANDAR,ULANIA,01718794798
BARISAL,PATUAKHALI,PATUAKHALI SADAR,SCHOOL AND COLLEGE,Higher Secondary ,102602,BOTOL BUNIA SCHOOL & COLLEGE,NANDIPARA,BOTOL BUNIA,01721265107
BARISAL,PIROJPUR,BHANDARIA,SCHOOL AND COLLEGE,Higher Secondary ,102686,SINGH KHALI secondary SCHOOL & COLLEGE,SINGHKHALI,SINGH KHALI,01716894353
BARISAL,PIROJPUR,NAZIRPUR UPAZILA,SCHOOL AND COLLEGE,Higher Secondary ,102894,GAOKHALI SECONDARY SCHOOL AND COLLEGE,GAOKHALI ,GAOKHALI,01713958250
BARISAL,PIROJPUR,NAZIRPUR UPAZILA,SCHOOL AND COLLEGE,Higher Secondary ,102861,TRIGRAM SAMMILANI SECONDARY SCHOOL AND COLLEGE,GAOKHALI,BILDUMRIA,01734895107
BARISAL,PIROJPUR,NESARABAD (SWARUPKATI),SCHOOL AND COLLEGE,Higher Secondary ,103040,ARAMKATI HAZI IBRAHIM HIGH SCHOOL AND COLLEGE,SHANTIRHAT,ARAMKATI,01718067499
BARISAL,PIROJPUR,NESARABAD (SWARUPKATI),SCHOOL AND COLLEGE,Higher Secondary ,103013,EAST JALA BARI ADARSHA HIGHER SECONDARY  SCHOOL AND COLLEGE,JALABARI,JALABARI,01748661220
BARISAL,PIROJPUR,NESARABAD (SWARUPKATI),SCHOOL AND COLLEGE,Higher Secondary ,103023,SEHANGAL SECONDARY SCHOOL AND COLLEGE,SEHANGAL,SEHANGAL,01716383313
BARISAL,PIROJPUR,ZIANAGAR,SCHOOL AND COLLEGE,Higher Secondary ,102960,PARERHAT R.L SECONDARY SCHOOL AND COLLEGE,PARERHAT,UMEDPUR,01729540119
CHITTAGONG,BANDARBAN,BANDARBAN SADAR,SCHOOL AND COLLEGE,Higher Secondary ,133211,BANDARBAN CANTT PUBLIC SCHOOL AND COLLEGE,BANDAR BAN,343 BANDAR BAN SANANIBASH,01731888606
CHITTAGONG,BRAHAMANBARIA,AKHAURA,SCHOOL AND COLLEGE,Higher Secondary ,103152,AKHAURA NASRIN NABI PILOT  GIRLS HIGH SCHOOL & COLLEGE,AKHAURA,AKHAURA,01711443969
CHITTAGONG,BRAHAMANBARIA,AKHAURA,SCHOOL AND COLLEGE,Higher Secondary ,103170,CHHATURA CHANDPUR SCHOOL AND COLLEGE,CHHATURA SARIF,SATURA SARIF,01726041401
CHITTAGONG,BRAHAMANBARIA,ASHUGANJ,SCHOOL AND COLLEGE,Degree (Pass) Level,103312,ASHUGANJ  SARKARKHANA  SCHOOL & COLLEGE,SARKARKHANA,HOUSING COLONY,01712204112
CHITTAGONG,BRAHAMANBARIA,BRAHMANBARIA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,103299,BANGLADESH GAS FIELDS SCHOOL & COLLEGE,BRAHAMANBARIA,BERA SARA,01911122823
CHITTAGONG,BRAHAMANBARIA,BRAHMANBARIA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,103302,CHAMPK NAGAR SCHOOL AND COLLEGE,NURPUR,FATAHPUR,01930873773
CHITTAGONG,BRAHAMANBARIA,BRAHMANBARIA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130883,"IDEAL RESIDENTIAL SCHOOL AND COLLEGE,B.BARIA",BRAHMANBARIA,PAIKPARA,01711129700
CHITTAGONG,BRAHAMANBARIA,BRAHMANBARIA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,130899,LION FEROZUR RAHMAN RESIDENTIAL ACADEMY SCHOOL AND COLLEGE,SULTENPUR,REDEKA,01717899516
CHITTAGONG,CHANDPUR,CHANDPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,103574,AL AMIN ACADEMY SCHOOL & COLLEGE,CHANDPUR,STAND ROAD,01711737783
CHITTAGONG,CHANDPUR,CHANDPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,103573,BABUR HAT HIGH SCHOOL & COLLEGE,BABURHAT,DASODI,01552475962
CHITTAGONG,CHANDPUR,CHANDPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,103510,KAMRANGA HIGH SCHOOL & COLLEGE,KAMRANGA,KAMRANGA,01716369387
CHITTAGONG,CHANDPUR,CHANDPUR SADAR,SCHOOL AND COLLEGE,Higher Secondary ,103575,KHERUDIA DELWAR HOSSAIN HIGH SCHOOL & COLLEGE,LALPUR BAZAR,KHERUDIA,01814135373
CHITTAGONG,CHANDPUR,FARIDGANJ,SCHOOL AND COLLEGE,Higher Secondary ,103586,CHANDRA IMAM ALI HIGH SCHOOL AND COLLEGE,CHANDRA,MODNER GAO,0181914519
CHITTAGONG,CHANDPUR,FARIDGANJ,SCHOOL AND COLLEGE,Higher Secondary ,103678,CHIRKA CHANDPURBM HIGH SCHOOL & COLLEGE,NAYAHAT,CHIRKA CHANDPUR,1816469659
CHITTAGONG,CHANDPUR,FARIDGANJ,SCHOOL AND COLLEGE,Higher Secondary ,103677,LAUTALI DR RASHID AHMED HIGH SCHOOL & COOLEGE,LAUTALI,LAUTALI,01712951245
CHITTAGONG,CHANDPUR,HAJIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,103704,BALAKHAL J N HIGH SCHOOL & TECHNICLA COLLEGE,BALAKHAL,BALAKHAL,01710636706
CHITTAGONG,CHANDPUR,HAJIGANJ,SCHOOL AND COLLEGE,Higher Secondary ,103760,HAJIGONJ MODEL PILOT HIGH SCHOOL AND COLLEGE,HAJIGANJ,TORAGOR,01819520468
CHITTAGONG,CHANDPUR,KACHUA,SCHOOL AND COLLEGE,Higher Secondary ,103839,ASHAQ ALI KHAN HIGH SCHOOL AND COLLEGE,GOAL BHAOR,GOHL BHAOR,01716388514
CHITTAGONG,CHANDPUR,KACHUA,SCHOOL AND COLLEGE,Higher Secondary ,103789,CHANDPUR M A KHALEQUE MEMORIAL SCHOOL AND COLLEGE,SAHEDAPUR,CHANDPUR,01819047664
CHITTAGONG,CHANDPUR,MATLAB UTTAR,SCHOOL AND COLLEGE,Higher Secondary ,103942,KALIPUR HIGH SCHOOL AND COLLEGE,KALIPUR BAZAR,KALIPUR,01912097718
CHITTAGONG,CHANDPUR,MATLAB UTTAR,SCHOOL AND COLLEGE,Higher Secondary ,103943,LUDHIA HIGH SCHOOL & COLLEGE,LUDHUA,LUDHUA,01816491780
CHITTAGONG,CHANDPUR,MATLAB UTTAR,SCHOOL AND COLLEGE,Higher Secondary ,103944,NISCHINTAPUR HIGH SCHOOL&COLLEGE,NISCHINTAPUR,NISCHINTAPUR,01811558205
CHITTAGONG,CHITTAGONG                ,ANOWARA,SCHOOL AND COLLEGE,Higher Secondary ,104487,CHITTAGONG UREA FERTILIZER SCHOOL AND COLLEGE,CTG. UREA FERTOLIZER,RANGADIA,01716912080
CHITTAGONG,CHITTAGONG                ,ANOWARA,SCHOOL AND COLLEGE,Higher Secondary ,132146,KAFCO SCHOOL AND COLLEGE,618971-74,KAFCO COLLONY,01713109099
CHITTAGONG,CHITTAGONG                ,ANOWARA,SCHOOL AND COLLEGE,Higher Secondary ,104470,MARINE ACADEMY HIGH SCHOOL AND COLLEGE,MARINE ACADEMY,BODLAPUR,017122788828
CHITTAGONG,CHITTAGONG                ,BAKALIA,SCHOOL AND COLLEGE,Higher Secondary ,131898,DILWARA JAHAN MEMORIAL SCHOOL AND COLLEGE,G P O,PURBA BAKLIA,
CHITTAGONG,CHITTAGONG                ,BAKALIA,SCHOOL AND COLLEGE,Higher Secondary ,134444,KARNAPHULI PUBLIC SCHOOL AND COLLEGE,CHALK BAZAR,D.C,01917706311
CHITTAGONG,CHITTAGONG                ,BAKALIA,SCHOOL AND COLLEGE,Higher Secondary ,104105,MERN SUN SCHOOL AND COLLEGE,622434,K B AMAN ALI,01819371498
CHITTAGONG,CHITTAGONG                ,BAYEJID BOSTAMI,SCHOOL AND COLLEGE,Higher Secondary ,104042,SERMON   SCHOOL AND COLLEGE,AMIN JUTE MILLS,PASCHIM SOLOSAHAR,01819389819
CHITTAGONG,CHITTAGONG                ,CHANDANAISH,SCHOOL AND COLLEGE,Higher Secondary ,104204,BEGUM GUL CHEMON ARA ACADEMY SCHOOL & COLLEGE,KANCHAN NAGAR,KANCHANNAGAR,01755588643
CHITTAGONG,CHITTAGONG                ,CHANDGAON,SCHOOL AND COLLEGE,Higher Secondary ,104486,AYUB BIBI CITY CORP.SCHOOL & COLLEGE,AZIMPARA,KHOAZNAGAR & ICANAGAR,01840848194
CHITTAGONG,CHITTAGONG                ,CHANDGAON,SCHOOL AND COLLEGE,Higher Secondary ,134147,CDA PUBLIC SCHOOL & COLLEGE,CHANDGAON-4212,"GRATE 12, BLOCK-B",01711305945
CHITTAGONG,CHITTAGONG                ,CHITTAGONG PORT,SCHOOL AND COLLEGE,Higher Secondary ,104263,BEPZA  PUBLIC   SCHOOL AND COLLEGE,BANDAR,39NO WARD,01718338062
CHITTAGONG,CHITTAGONG                ,CHITTAGONG PORT,SCHOOL AND COLLEGE,Higher Secondary ,104264,NOU-BAHINI SCHOOL AND COLLEGE,SAILOS COLLONY,DAKSHIN HALISHAHAR,01713124253
CHITTAGONG,CHITTAGONG                ,DOUBLE MOORING,SCHOOL AND COLLEGE,Higher Secondary ,104275,"CHITTAGONG COLLEGIATE SCHOOL,DOUBLE MOORING (GOVT.)",Z.P.O CHITTAGONG,ICE FECTORY,01712059641
CHITTAGONG,CHITTAGONG                ,DOUBLE MOORING,SCHOOL AND COLLEGE,Higher Secondary ,104280,HATEY KHARI HIGH SCHOOL & COLLEGE,BANDAR,"ROAD NO- 1 C, D,A,",
CHITTAGONG,CHITTAGONG                ,DOUBLE MOORING,SCHOOL AND COLLEGE,Higher Secondary ,104711,ISPAHANI PUBLIC SCHOOL & COLLEGE,G.P O,JAKIR HOSSAIN ROAD,01819617432
CHITTAGONG,CHITTAGONG                ,DOUBLE MOORING,SCHOOL AND COLLEGE,Higher Secondary ,104304,POSTARPAR ASMA KHATUN CITY CORP.GIRLS SCHOOL & COLLEGE,BANDAR,POSTARPAR,01913413008
CHITTAGONG,CHITTAGONG                ,FATIKCHHARI,SCHOOL AND COLLEGE,Higher Secondary ,104394,GULTAZ  MEMORIAL  SCHOOL   &   COLLEGE,FAKIRHAT,DAULATPUR,
CHITTAGONG,CHITTAGONG                ,HALISHAHAR,SCHOOL AND COLLEGE,Higher Secondary ,104396,AL-HAJ YAKUB ALI GIRL'S HIGH SCHOOL & COLLEGE,RAMPUR,580,01717891461
CHITTAGONG,CHITTAGONG                ,HATHAZARI,SCHOOL AND COLLEGE,Higher Secondary ,104469,AKBARIA SCHOOL AND COLLEGE,SAMITIRHAT,MADHYA MADARSHA,01819392563
CHITTAGONG,CHITTAGONG                ,HATHAZARI,SCHOOL AND COLLEGE,Higher Secondary ,104468,CHITTAGONG UNIVERSITY SCHOOL & COLLEGE,CHITTAGONG UNIVERSITY,JOBRA,01764134301
CHITTAGONG,CHITTAGONG                ,KHULSHI,SCHOOL AND COLLEGE,Higher Secondary ,133998,CHITTAGONG MODEL SCHOOL & COLLEGE,NASIRABAD,NASIRABAD,01819338563
CHITTAGONG,CHITTAGONG                ,KOTWALI,SCHOOL AND COLLEGE,Higher Secondary ,104534,BANGLADESEH MAHILA SAMITY GIRLS SCHOOL & COLLEGE,CHITAGONG,SM ALI ROAD,01764440097
CHITTAGONG,CHITTAGONG                ,KOTWALI,SCHOOL AND COLLEGE,Higher Secondary ,132147,CENTRAL PUBLIC SCHOOL AND COLLEGE,GPO,S S KHALED ROAD,01716469716
CHITTAGONG,CHITTAGONG                ,KOTWALI,SCHOOL AND COLLEGE,Higher Secondary ,104492,CHITTAGONG MUNICIPAL MODEL SCHOOL AND COLLEGE,CHITTAGONG SADAR,JANE ALAM DOVASH ROAD(JUBILEE ROAD),01199454836
CHITTAGONG,CHITTAGONG                ,KOTWALI,SCHOOL AND COLLEGE,Higher Secondary ,104507,J.M SEN SCHOOL & COLLEGE,CHITTAGONG SADAR,BAPISTIT MISION ROAD,01673117191
CHITTAGONG,CHITTAGONG                ,KOTWALI,SCHOOL AND COLLEGE,Higher Secondary ,104491,KAZEM ALI  SCHOOL AND COLLEGE,CHITTAGONG,368/378,01715033323
CHITTAGONG,CHITTAGONG                ,MIRSHARAI,SCHOOL AND COLLEGE,Higher Secondary ,104610,MAHAJANHAT FAZLUR RAHMAN  SCHOOL AND COLLEGE,MAHAJANHAT,DHUM,
CHITTAGONG,CHITTAGONG                ,PAHARTALI,SCHOOL AND COLLEGE,Higher Secondary ,104690,SARAIPARA CITY CORPORATION SCHOOL  AND COLLEGE,PAHARTALI,,01819317457
CHITTAGONG,CHITTAGONG                ,PANCHLAISH,SCHOOL AND COLLEGE,Higher Secondary ,132075,CHITTAGONG LABRATORY SCHOOL AND COLLEGE,CHOWK BAZAR,16,6254032584270
CHITTAGONG,CHITTAGONG                ,PANCHLAISH,SCHOOL AND COLLEGE,Higher Secondary ,104051,CHITTAGONG PUBLIC HIGH SCHOOL & COLLEGE,BAIZID BOSTAMI,CHITTAGONG CANTORMENT,01914403170
CHITTAGONG,CHITTAGONG                ,PANCHLAISH,SCHOOL AND COLLEGE,Higher Secondary ,134625,CHITTAGONG SUNSHINE COLLEGE,MEDICAL,ROAD NO-1,01819339868
CHITTAGONG,CHITTAGONG                ,PANCHLAISH,SCHOOL AND COLLEGE,Higher Secondary ,104053,KULGAON CITY CORPORATION HIGH SCHOOL,JALALABAD,KULGAON,01819065761
CHITTAGONG,CHITTAGONG                ,PANCHLAISH,SCHOOL AND COLLEGE,Higher Secondary ,134132,SARADINER SCHOOL & COLLEGE,CHAKBAZAR,2/10 KATALGONJ,01711142954
CHITTAGONG,CHITTAGONG                ,PANCHLAISH,SCHOOL AND COLLEGE,Higher Secondary ,134170,SOUTHPOINT SCHOOL AND COLLEGE,CHITTAGONG MEDICAL COLLEGE,"HOUSE-07, SARAK-05",01819630139
CHITTAGONG,CHITTAGONG                ,PANCHLAISH,SCHOOL AND COLLEGE,Higher Secondary ,132071,SRIJONI TRUST SCHOOL & COLLEGE,CHAKBAZAR,"79,MURADPUR",01720624137
CHITTAGONG,CHITTAGONG                ,PATENGA,SCHOOL AND COLLEGE,Higher Secondary ,104265,BAF SAHEEN  COLLEGE,AIRPORT,41NO  DAKKIN  PATENGA,01818055202
CHITTAGONG,CHITTAGONG                ,PATENGA,SCHOOL AND COLLEGE,Higher Secondary ,104267,PATENGA CITY CORP.GIRL'S SCHOOL & COLLEGE,PATENGA,UTTAR PATENGA,01811110615
CHITTAGONG,CHITTAGONG                ,PATIYA,SCHOOL AND COLLEGE,Higher Secondary ,104784,DHALGHAT SCHOOL & COLLEGE,DHALGHAT,DHALGHAT,01716947084
CHITTAGONG,CHITTAGONG                ,PATIYA,SCHOOL AND COLLEGE,Higher Secondary ,104785,MONSHA SCHOOL & COLLEGE,MANSHA,MANSHA,01911231080
CHITTAGONG,CHITTAGONG                ,PATIYA,SCHOOL AND COLLEGE,Higher Secondary ,104786,SHOVANDANDI SCHOOL AND COLLEGE,SHOVANDANDI,SHOVANANDI,01814894245
CHITTAGONG,CHITTAGONG                ,PATIYA,SCHOOL AND COLLEGE,Higher Secondary ,104719,UNION KRISHI  SCHOOL AND COLLEGE,UZIRPUR,UZIRPUR,01819644556
CHITTAGONG,CHITTAGONG                ,RAOZAN,SCHOOL AND COLLEGE,Higher Secondary ,104938,CHITTAGONG ENGINEERING UNIVERSITY SCHOOL & COLLEGE,B I T,PAHARTOLE,01747169442
CHITTAGONG,CHITTAGONG                ,RAOZAN,SCHOOL AND COLLEGE,Higher Secondary ,104937,DEWANPUR S.K.SEN SCHOOL  & COLLEGE,DEWAMPUR,DEWANPUR,01815131096
CHITTAGONG,CHITTAGONG                ,SITAKUNDA,SCHOOL AND COLLEGE,Higher Secondary ,105116,FAUJDARHAT CADET COLLEGE,CADET COLLEGE,FAUJDARHAT,01713110438
CHITTAGONG,CHITTAGONG                ,SITAKUNDA,SCHOOL AND COLLEGE,Higher Secondary ,105087,KUMIRA RESIDENTIAL GIRLS SCHOOL & COLLEGE,KUMIRA,GHORAMARA,01718576183
CHITTAGONG,COMILLA,BARURA,SCHOOL AND COLLEGE,Higher Secondary ,105193,JHALAM HIGH SCHOOL AND COLLEGE,JALAM BAZAR,JHALAM,01721278027
CHITTAGONG,COMILLA,BARURA,SCHOOL AND COLLEGE,Higher Secondary ,105195,KHOSH BASH HIGH SCHOOL & COLLEGE,KHOSHBASH,KHOSHBASH,01822725600
CHITTAGONG,COMILLA,BRAHMAN PARA,SCHOOL AND COLLEGE,Higher Secondary ,105206,CHANDLA K.B. HIGH SCHOOL AND COLLEGE,CHANDLA,CHANDLA,01816398590
CHITTAGONG,COMILLA,BRAHMAN PARA,SCHOOL AND COLLEGE,Higher Secondary ,105217,SHAITSHALA ADARSHA HIGH SCHOOL AND COLLEGE,SHAIT SHALA,SHAITSHALA,01938295096
CHITTAGONG,COMILLA,BURICHANG,SCHOOL AND COLLEGE,Higher Secondary ,105337,ABIDPUR  HIGH  SCHOOL  AND  COLLEGE,ABIDPUR,ABIDPUR,01818457549
CHITTAGONG,COMILLA,BURICHANG,SCHOOL AND COLLEGE,Higher Secondary ,105336,FAKIR BAZAR HIGH SCHOOL & COLLEGE,FAKIR BAZAR,,01712148577
CHITTAGONG,COMILLA,BURICHANG,SCHOOL AND COLLEGE,Higher Secondary ,105338,MAINAMATI HIGH SCHOOL AND COLLEGE,MAINAMATI BAZAR,SHAMESHPUR,01710427637
CHITTAGONG,COMILLA,CHAUDDAGRAM,SCHOOL AND COLLEGE,Higher Secondary ,105518,BIJOYKARA   SCHOOL  AND  COLLEGE,BIJOYKARA,BIJOYKARA,01819173172
CHITTAGONG,COMILLA,CHAUDDAGRAM,SCHOOL AND COLLEGE,Higher Secondary ,105516,BOGOIR GIRLS' HIGH SCHOOL & COLLEGE,KASHINAGAR,BAGAIR,01820299143
CHITTAGONG,COMILLA,COMILLA ADARSHA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,105828,ALEKJAN MEMORIAL HIGH SCHOOL & COLLEGE,DURGAPUR,DURGAPUR,01711396727
CHITTAGONG,COMILLA,COMILLA ADARSHA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,105830,BAMOIL SCHOOL AND COLLEGE,BAMOIL,BAMOIL,01712225475
CHITTAGONG,COMILLA,COMILLA ADARSHA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,105827,COMILLA HOUSING ESTATE SCHOOL AND COLLEGE,HOUSING ESTATE EDUCATION JONE,HOUSING ESTATE,01919833156
CHITTAGONG,COMILLA,COMILLA ADARSHA SADAR,SCHOOL AND COLLEGE,Higher Secondary ,105826,ISPAHANI PUBLIC HIGH SCHOOL AND COLLEGE,COMILLA CANTT.,LALMAI,01718278960
CHITTAGONG,COMILLA,COMILLA SADAR DAKSHIN,SCHOOL AND COLLEGE,Higher Secondary ,133844,COMILLA CADET COLLEGE,CADET COLLEGE,PANDIT SHIL VADRA,01769011242
CHITTAGONG,COMILLA,COMILLA SADAR DAKSHIN,SCHOOL AND COLLEGE,Higher Secondary ,134648,COMILLA CITY COLLEGE,KOTBARI,KOTBARI,01732673371
CHITTAGONG,COMILLA,COMILLA SADAR DAKSHIN,SCHOOL AND COLLEGE,Higher Secondary ,132092,COMILLA SHIKKHA BOARD MODEL SCHOOL AND COLLEGE,RAMMALA,69,01711304598
CHITTAGONG,COMILLA,COMILLA SADAR DAKSHIN,SCHOOL AND COLLEGE,Higher Secondary ,105862,HARISHCHAR UNION HIGH SCHOOL AND COLLEGE,BHORAJAGATPUR,BHORA,01712906812
CHITTAGONG,COMILLA,COMILLA SADAR DAKSHIN,SCHOOL AND COLLEGE,Higher Secondary ,105708,HAZI AKRAM UDDIN HIGH SCHOOL AND COLLEGE,AHAMMADNAGAR,SREE BOLLOV PUR,01722204381
CHITTAGONG,COMILLA,COMILLA SADAR DAKSHIN,SCHOOL AND COLLEGE,Higher Secondary ,105751,IBN TAIMIYA SCHOOL & COLLEGE,COMILLA,TOM SOM BIZ,01712713683
CHITTAGONG,COMILLA,COMILLA SADAR DAKSHIN,SCHOOL AND COLLEGE,Higher Secondary ,105750,SUAGONJ T.A. HIGH SCHOOL AND COLLEGE,SUAGANJ,LAL NAGAR,01716485985
CHITTAGONG,COMILLA,DAUDKANDI,SCHOOL AND COLLEGE,Higher Secondary ,105583,BARKOTA SCHOOL &  COLLEGE,BARKOTA SCHOOL,BARKOTA,01816100525
CHITTAGONG,COMILLA,DEBIDWAR,SCHOOL AND COLLEGE,Higher Secondary ,105668,DUARIA A.G.MODEL ACADEMY,DUARIA,DUARIA,01819808674
